RuleName,RuleID,Hit Count,First Hit Time(EST),Last Hit Time(EST)
DMZ3056_access_in_#36,268442541,0, , 
DMZ3056_access_in_#37,268442542,0, , 
DMZ3056_access_in_#38,268442543,0, , 
DMZ3056_access_in_#39,268442544,0, , 
DMZ3056_access_in_#40,268442545,0, , 
DMZ3056_access_in_#41,268442546,0, , 
DMZ3056_access_in_#42,268442547,0, , 
DMZ3056_access_in_#43,268442548,0, , 
DMZ3056_access_in_#44,268442549,0, , 
DMZ3056_access_in_#45,268442550,0, , 
DMZ3056_access_in_#46,268442551,0, , 
DMZ3056_access_in_#47,268442552,0, , 
DMZ3056_access_in_#48,268442553,0, , 
DMZ3056_access_in_#49,268442554,0, , 
DMZ3056_access_in_#50,268442555,0, , 
DMZ3056_access_in_#51,268442556,30,2022-09-24T00:45:54Z,2022-09-24T01:22:31Z
DMZ3056_access_in_#52,268442557,27226434,2022-09-24T00:07:25Z,2024-02-25T13:38:49Z
DMZ3056_access_in_#53,268442558,882,2022-09-24T23:48:15Z,2024-02-15T13:35:13Z
DMZ3056_access_in_#54,268442559,370,2022-09-24T23:30:56Z,2023-11-29T11:00:22Z
DMZ3056_access_in_#55,268442560,0, , 
DMZ3056_access_in_#56,268442561,0, , 
DMZ3056_access_in_#57,268442562,1078754,2022-09-24T22:54:00Z,2023-11-28T06:29:06Z
DMZ3056_access_in_#58,268442563,0, , 
outside-in_#1,268442565,580532,2022-09-24T18:48:59Z,2024-02-25T13:26:59Z
outside-in_#2,268442566,2936306395,2022-09-24T18:48:39Z,2024-02-25T13:38:49Z
outside-in_#3,268442567,60159808,2022-09-24T18:47:15Z,2024-02-25T13:38:49Z
outside-in_#4,268442568,0, , 
outside-in_#5,268442569,0, , 
outside-in_#6,268442570,0, , 
outside-in_#7,268442571,0, , 
outside-in_#8,268442572,0, , 
outside-in_#9,268442573,0, , 
outside-in_#10,268442574,0, , 
outside-in_#11,268442575,7631722,2022-09-24T18:48:52Z,2024-02-25T13:38:48Z
outside-in_#12,268442576,5231,2022-09-25T05:54:05Z,2024-02-22T02:12:27Z
DMZ3054_access_in_#70,268442711,0, , 
Default Action,268441602,655369715,2022-09-23T23:59:11Z,2024-02-25T13:38:49Z
